"0","91","Too design","422.58","6325","true"
"1","5","Skill me movement hand since","45.67","3613","true"
"2","89","Home deal important","101.91","3811","true"
"3","60","Improve good save return father","450.50","0","false"
"4","30","Reflect including phone","70.51","0","false"
"5","96","Collection among professor","459.85","4756","true"
"6","24","Career wall relationship no","107.47","0","false"
"7","54","More she statement","246.67","340","true"
"8","76","I artist","425.25","0","false"
"9","27","About idea must end","25.98","0","false"
"10","61","Machine them","69.88","0","false"
"11","58","Probably base open scene","459.00","6781","true"
"12","98","Debate front free","244.71","0","false"
"13","70","Discuss stay machine","427.02","0","false"
"14","25","Culture final","264.21","7939","true"
"15","96","Hotel community two back better","305.12","3359","true"
"16","50","Ever seek plan one","347.60","0","false"
"17","82","Process future","132.02","0","false"
"18","7","Idea accept","289.44","4002","true"
"19","98","Meet other close","140.87","0","false"
"20","58","Democratic stand record","338.28","1367","true"
"21","34","Like practice century go","126.05","4220","true"
"22","23","Already employee grow ok physical","493.48","0","false"
"23","41","Game good fish money","155.84","0","false"
"24","92","Another everything those","495.20","0","false"
"25","38","Early wait agency change","393.70","0","false"
"26","22","Third fight project affect","474.44","9240","true"
"27","46","Statement religious force us","114.92","4153","true"
"28","2","Coach represent section performance gas","498.50","0","false"
"29","69","Their form job fall","119.82","4567","true"
"30","10","Student treatment challenge vote","249.69","4195","true"
"31","27","Brother foot administration","259.00","5894","true"
"32","61","Our hold","118.33","95","true"
"33","77","Much think environmental floor","15.64","9463","true"
"34","49","Leave provide story","149.16","0","false"
"35","3","Direction service ask","47.86","0","false"
"36","9","Somebody car boy defense","89.24","8771","true"
"37","47","Moment price","400.86","0","false"
"38","99","Matter ever stock","108.78","0","false"
"39","30","Opportunity station","0.75","0","false"
"40","84","Tough adult possible","401.59","0","false"
"41","78","I cause happen","405.65","8120","true"
"42","9","Material line other","130.22","8017","true"
"43","33","Author pressure","16.44","0","false"
"44","55","Third three sister cut product","189.49","0","false"
"45","44","Others step forget building ground","138.44","0","false"
"46","13","Once style measure use","129.45","9242","true"
"47","7","Create behavior","442.28","0","false"
"48","56","Into data miss","232.23","0","false"
"49","89","List newspaper up","350.78","3444","true"
"50","21","Relate fire","254.50","0","false"
"51","4","Various century energy reduce old","499.59","9730","true"
"52","94","Statement stay performance Mrs","312.51","0","false"
"53","17","Minute parent money huge heart","170.56","0","false"
"54","49","Blood whose marriage kid","390.27","1841","true"
"55","80","Give size offer consumer positive","226.28","9122","true"
"56","52","Plant conference and perform","136.37","349","true"
"57","62","Interview three economy","21.69","0","false"
"58","96","Often from reach institution","278.35","1179","true"
"59","11","Could event subject","161.83","8902","true"
"60","51","During because share","6.23","0","false"
"61","51","Art prove ready southern","305.15","0","false"
"62","18","Worker receive production maintain","165.92","4092","true"
"63","44","Peace commercial image him","406.41","0","false"
"64","18","Then prepare fight crime","484.88","0","false"
"65","28","Action who special","149.78","1011","true"
"66","76","Method gun go","43.65","0","false"
"67","2","Arrive attention to","282.42","9669","true"
"68","93","What general personal","463.82","9731","true"
"69","0","Nation into however his","346.14","7240","true"
"70","33","Grow make","171.67","0","false"
"71","48","Move a","210.82","0","false"
"72","44","Arm participant","181.22","0","false"
"73","37","Low Republican since present guy","88.63","7501","true"
"74","55","Hard according east","455.67","3373","true"
"75","49","Color information south","190.78","0","false"
"76","22","Toward fast spring produce general","310.40","0","false"
"77","76","Red teach time information since","57.48","590","true"
"78","88","Make time since","259.29","8046","true"
"79","96","When seven card safe","395.40","687","true"
"80","72","Report heart heart that American","239.47","0","false"
"81","49","It ask information season eat","213.37","0","false"
"82","73","Lot hit forward glass speak","176.39","0","false"
"83","18","They film leader edge clearly","480.65","0","false"
"84","74","Worry understand","94.86","0","false"
