"1","2"
"2","3"
"2","4"
"3","5"
"5","10"
"8","12"
"9","13"
"10","14"
"11","17"
"13","19"
"16","22"
"17","23"
"17","24"
"17","25"
"19","29"
"22","30"
"22","31"
"26","36"
"28","37"
"28","38"
"30","40"
"31","42"
"32","44"
"33","45"
"35","48"
"36","49"
"37","50"
"39","52"
"40","56"
"40","57"
"41","58"
"43","62"
"47","65"
"48","66"
"48","67"
"51","69"
"53","72"
"57","75"
"58","77"
"59","79"
"61","84"
"62","86"
"65","90"
"67","91"
"69","92"
"69","93"
"70","95"
"70","96"
"70","97"
"72","98"
"73","99"
"75","101"
"75","103"
"76","104"
"77","105"
"79","107"
"81","110"
"83","115"
"84","117"
"84","118"
"86","120"
"87","122"
"90","125"
"90","126"
"92","127"
"92","128"
"93","129"
"94","132"
"95","134"
"96","135"
"101","138"
"101","140"
"101","142"
"102","143"
"103","144"
"104","145"
"105","146"
"105","147"
"108","152"
"108","153"
"109","155"
"110","158"
"111","159"
"112","162"
"112","163"
"114","166"
"116","169"
"116","170"
"120","172"
"120","173"
"122","177"
"123","180"
"123","181"
"124","182"
"124","186"
"129","190"
"129","191"
"131","193"
"132","194"
"132","195"
"134","197"
"134","198"
"135","200"
"137","204"
"143","208"
"143","209"
"145","211"
"146","213"
"149","219"
"149","220"
"152","223"
"154","226"
"155","228"
"155","229"
"157","231"
"157","232"
"160","236"
"160","237"
"161","238"
"161","239"
"162","240"
"163","244"
"164","246"
"169","256"
"169","257"
"169","258"
"175","267"
"176","270"
"177","271"
"178","273"
"188","282"
"188","283"
"189","284"
"191","286"
"196","289"
"197","290"
"198","291"
"199","294"
"199","295"
"200","297"
"201","299"
"202","300"
"202","301"
"203","302"
"205","306"
"206","307"
"207","309"
"207","310"
"208","311"
"208","313"
"210","316"
"211","317"
"215","320"
"215","321"
"219","322"
"220","323"
"222","324"
"223","326"
"223","327"
"223","328"
"225","331"
"225","332"
"226","333"
"226","334"
"227","336"
"227","337"
"229","338"
"230","340"
"232","343"
"233","345"
"235","348"
"237","351"
"239","353"
"239","354"
"241","357"
"242","359"
"243","361"
"243","363"
"244","364"
"244","365"
"245","367"
"246","368"
"252","376"
"254","378"
"257","380"
"257","381"
"260","384"
"261","385"
"262","387"
"265","391"
"270","397"
"271","399"
"272","400"
"273","401"
"274","404"
"274","406"
"275","408"
"276","409"
"278","412"
"278","413"
"278","414"
"279","416"
"279","417"
"281","420"
"281","421"
"282","422"
"282","425"
"284","426"
"287","427"
"288","428"
"291","432"
"291","433"
"292","434"
"293","439"
"294","441"
"297","443"
"300","445"
"302","448"
"303","449"
"303","450"
"306","452"
"306","453"
"307","454"
"309","456"
"315","459"
"315","460"
"315","461"
"315","462"
"317","466"
"318","469"
"319","470"
"320","471"
"320","472"
"320","473"
"321","475"
"322","479"
"322","480"
"324","482"
"325","484"
"328","485"
"328","486"
"332","495"
"332","496"
"333","498"
"334","499"
"335","500"
"337","504"
"337","506"
"338","507"
"338","508"
"339","509"
"341","512"
"342","513"
"342","514"
"343","515"
"343","516"
"345","517"
"345","518"
"345","520"
"346","521"
"346","522"
"346","524"
"346","525"
"347","526"
"348","529"
"350","532"
"356","535"
"357","536"
"357","538"
"360","541"
"364","545"
"364","546"
"366","550"
"367","551"
"368","552"
"370","555"
"372","561"
"373","564"
"376","567"
"377","569"
"377","571"
"377","573"
"379","574"
"380","575"
"381","576"
"386","579"
"386","581"
"387","582"
"387","583"
"387","584"
"388","586"
"388","587"
"389","588"
"390","590"
"390","591"
"391","593"
"391","594"
"394","601"
"395","604"
"397","607"
"399","610"
"402","612"
"406","619"
"410","623"
"410","625"
"411","626"
"417","630"
"418","631"
"418","632"
"419","634"
"420","635"
"420","636"
"421","638"
"421","639"
"424","642"
"424","643"
"425","647"
"425","648"
"425","649"
"428","651"
"428","653"
"430","656"
"435","663"
"435","664"
"440","672"
"441","674"
"441","675"
"443","677"
"444","678"
"450","681"
"451","682"
"452","683"
"453","684"
"454","686"
"455","688"
"455","689"
"455","690"
"456","691"
"457","692"
"457","693"
"459","696"
"461","699"
"465","702"
"466","704"
"466","705"
"469","708"
"469","709"
"470","710"
"475","714"
"477","716"
"478","718"
"478","720"
"480","721"
"484","724"
"485","727"
"487","730"
"488","732"
"488","733"
"489","734"
"490","735"
"497","743"
"498","744"
"500","746"
"502","750"
"502","752"
"502","753"
"503","754"
"504","757"
"504","758"
"509","765"
"509","766"
"511","768"
"512","771"
"512","772"
"520","778"
"522","782"
"526","789"
"526","790"
"531","796"
"532","798"
"534","802"
"535","804"
"536","805"
"541","807"
"542","808"
"542","809"
"543","810"
"543","812"
"543","813"
"545","814"
"549","817"
"549","818"
"550","820"
"551","821"
"552","824"
"553","825"
"559","830"
"561","834"
"563","838"
"563","839"
"563","840"
"563","841"
"566","843"
"568","849"
"569","850"
"569","851"
"570","852"
"570","853"
"570","854"
"571","856"
"574","859"
"575","860"
"577","865"
"578","867"
"580","873"
"582","877"
"583","878"
"586","880"
"586","881"
"589","883"
"589","884"
"592","887"
"592","888"
"594","890"
"596","894"
"596","895"
"597","898"
"599","900"
"600","904"
"601","906"
"601","907"
"603","909"
"603","910"
"604","913"
"605","915"
"610","921"
"611","922"
"611","923"
"611","925"
"612","927"
"614","929"
"615","933"
"618","937"
"621","942"
"622","943"
"623","944"
"624","946"
"627","951"
"628","952"
"629","953"
"630","957"
"631","959"
"633","961"
"634","964"
"637","966"
"637","968"
"638","970"
"641","973"
"642","974"
"642","975"
"643","976"
"645","977"
"646","978"
"646","979"
"646","980"
"647","983"
"648","984"
"648","987"
"650","989"
"653","994"
"653","996"
"655","997"
"655","998"
"656","999"
"657","1000"
"660","1001"
"660","1003"
"663","1005"
"664","1006"
"667","1007"
"673","1017"
"674","1019"
"676","1021"
"677","1022"
"680","1025"
"681","1027"
"683","1032"
"683","1033"
"685","1034"
"694","1045"
"697","1051"
"697","1052"
"701","1058"
"701","1059"
"706","1061"
"707","1062"
"711","1067"
"711","1068"
"715","1075"
"716","1077"
"718","1079"
"719","1080"
"719","1081"
"720","1082"
"722","1083"
"725","1088"
"725","1090"
"725","1091"
"727","1094"
"727","1095"
"728","1096"
"729","1097"
"730","1098"
"730","1100"
"732","1101"
"734","1104"
"734","1105"
"736","1107"
"738","1108"
"740","1109"
"740","1110"
"740","1111"
"741","1112"
"744","1114"
"748","1116"
"748","1117"
"749","1120"
"750","1121"
"751","1122"
"754","1124"
"754","1125"
"756","1128"
"759","1132"
"760","1133"
"760","1134"
"761","1135"
"761","1136"
"763","1139"
"764","1140"
"766","1142"
"767","1145"
"767","1147"
"768","1148"
"769","1150"
"770","1151"
"772","1153"
"773","1156"
"774","1158"
"774","1159"
"775","1162"
"776","1166"
"777","1167"
"779","1173"
"779","1174"
"780","1175"
"780","1177"
"781","1178"
"781","1179"
"782","1180"
"783","1181"
"783","1182"
"785","1184"
"785","1185"
"788","1187"
"790","1190"
"791","1191"
"792","1192"
"794","1193"
"796","1197"
"798","1198"
"799","1200"
"800","1201"
"801","1203"
"804","1206"
"805","1208"
"805","1209"
"805","1210"
"806","1212"
"810","1218"
"811","1221"
"812","1222"
"813","1224"
"818","1229"
"818","1230"
"821","1235"
"823","1237"
"823","1238"
"824","1239"
"828","1244"
"830","1245"
"831","1246"
"833","1248"
"834","1249"
"835","1250"
"836","1252"
"837","1253"
"837","1254"
"838","1255"
"845","1260"
"845","1261"
"845","1262"
"846","1264"
"846","1265"
"847","1266"
"849","1270"
"850","1273"
"851","1275"
"855","1280"
"857","1283"
"858","1284"
